Hiligaynon,English
Nagkaon sila sang dinuguan.,They ate dinuguan. (pork blood stew)
Ginlagyan niya sang gata.,He/She added coconut milk.
Ginluto niya nga may gata.,He/She cooked it with coconut milk.
Matamis ang ginataan.,The ginataan is sweet. (coconut milk dessert)
Gusto ko sang puto.,I want puto. (rice cake)
Nanamit ang bibingka.,The bibingka is delicious. (rice cake)
Ginpapalami niya ang sabaw.,He/She is making the soup more flavorful.
Gindugang niya sang paminta.,He/She added black pepper.
Gindugang niya sang asin.,He/She added salt.
Mainit pa ang kaldero.,The pot is still hot.
Naglabog siya sang mga sangkap.,He/She tossed in the ingredients.
Nagpausok siya sang isda.,He/She smoked the fish.
Gusto ko ang paborito kong pagkaon.,I want my favorite food.
Nagpost siya sang litrato sa Instagram.,He/She posted a photo on Instagram.
Nagshare siya sang balita sa Facebook.,He/She shared news on Facebook.
Nagcomment siya sa iya post.,He/She commented on his/her post.
Naglike siya sang litrato.,He/She liked the photo.
Nagreact siya sang heart.,He/She reacted with a heart.
Nagfollow siya sa TikTok.,He/She followed on TikTok.
Nagwatch siya sang TikTok.,He/She watched TikTok.
Nagupload siya sang video.,He/She uploaded a video.
Nagsend siya sang message.,He/She sent a message.
Nag-reply siya.,He/She replied.
Nagblock siya sa iya.,He/She blocked him/her.
Ginunfollow niya siya.,He/She unfollowed him/her.
Viral ang iya video.,His/Her video went viral.
Damo ang nakakita sang iya post.,Many people saw his/her post.
Nagstreaming siya sang laro.,He/She was streaming a game.
Naglaro siya sang online games.,He/She played online games.
Nagvideo call kami sa Zoom.,We had a video call on Zoom.
Nagpadala siya sang file sa email.,He/She sent a file via email.
Naggamit siya sang AI para sa trabaho.,He/She used AI for work.
Nagdownload siya sang e-book.,He/She downloaded an e-book.
Nagsubscribe siya sa channel.,He/She subscribed to the channel.
May notipikasyon siya.,He/She has a notification.
Patay na ang baterya sang laptop.,The laptop battery is already dead.
Nag-update ang application.,The application updated.
Nabutas ang iya data.,His/Her data ran out.
Nagload siya sang load.,He/She loaded credits.
Nagbayad siya sa GCash.,He/She paid via GCash.
Nagtransfer siya sang pera sa bangko.,He/She transferred money to the bank.
Ginoorder niya ang pagkaon online.,He/She ordered food online.
Nagdedelivery ang pagkaon.,The food is being delivered.
Nagbiyahe sila sa Iloilo.,They traveled to Iloilo.
Nagbisita sila sa Miag-ao Church.,They visited Miag-ao Church.
Naglagaw sila sa Calle Real.,They strolled along Calle Real.
Nagbisita sila sa Museo sang Iloilo.,They visited the Iloilo Museum.
Nagkadto sila sa Garin Farm.,They went to Garin Farm.
Nagbiyahe sila papunta sa Guimaras.,They traveled to Guimaras.
Nakaon sila sang mangga sa Guimaras.,They ate mangoes in Guimaras.
Nagsakay sila sang bangka papunta sa isla.,They rode a boat to the island.
Nagbisita sila sa Bacolod.,They visited Bacolod.
Nagkaon sila sang chicken inasal sa Bacolod.,They ate chicken inasal in Bacolod.
Naglagaw sila sa Sugbo Mercado.,They strolled at Sugbo Mercado.
Nagbisita sila sa Fort San Pedro.,They visited Fort San Pedro.
Matahum ang pag-abot sang adlaw sa Iloilo.,The sunrise in Iloilo is beautiful.
Maanyag ang baybayon sa Panay.,The beach in Panay is beautiful.
Nagswimming sila sa dagat.,They swam in the sea.
Nagdiving sila sa korales.,They dived among the corals.
Nagkuha sila sang litrato.,They took photos.
Nagpa-photo sila sa hardin.,They had photos taken at the garden.
Nagcheck-in sila sa hotel.,They checked in at the hotel.
Nagcheck-out na sila.,They already checked out.
Nagbook sila sang kwarto.,They booked a room.
Maayo ang serbisyo sang hotel.,The hotel service is good.
Malayo ang hotel sa airport.,The hotel is far from the airport.
Maayo ang tour guide.,The tour guide is good.
Nagguia siya sa ila.,He/She guided them.
Nagbakasyon sila sang usa ka semana.,They vacationed for one week.
Mabugnaw sa kabukiran sa gab-e.,It is cold in the mountains at night.
Nagtreking sila sa bukid.,They trekked in the mountains.
Nagkamping sila sa may suba.,They camped near the river.
Maayo ang Iloilo para sa mga turista.,Iloilo is good for tourists.
Gid.,Really. / Truly. / Indeed. (intensifier)
Kaayo.,Very. (intensifier after adjective)
Gid kaayo.,Very truly. / Extremely. (strong intensifier)
Daw.,Seems. / Like. / As if.
Halos.,Almost. / Nearly.
Puro.,All. / Only. / Pure.
Permi.,Always. / Constantly.
Pirme.,Always. (variant of permi)
Asta.,Until. / Even. / To the extent of.
Bisan.,Even if. / Although.
Mani.,Just. / Even just.
Lang.,Just. / Only.
Na.,Already. / Now. (particle)
Pa.,Still. / Yet. / More.
Maayo kaayo.,Very good.
Maayo gid kaayo.,Extremely good.
Dako gid.,Really big.
Dako kaayo.,Very big.
Mahal gid.,Really expensive.
Mahal kaayo.,Very expensive.
Mainit gid.,Really hot.
Mainit kaayo.,Very hot.
Nagulian gid siya.,He/She was really rained on.
Halos nahulog siya.,He/She almost fell.
Halos wala na.,There is almost none left.
Puro siya nagainom.,He/She does nothing but drink.
Permi siya malipay.,He/She is always happy.
"Bisan indi maayo, magapadayon kita.","Even if it's not good, we will continue."
Lang ako.,I'm just here. / Just me.
Adlaw-adlaw.,Every day. / Daily.
Gab-e-gab-e.,Every night. / Nightly.
Aga-aga.,Every morning.
Kaon-kaon.,Just eating a bit.
Lagaw-lagaw.,Just strolling around.
Dula-dula.,Just playing around.
Saka-saka.,Going up and down repeatedly.
Balik-balik.,Going back repeatedly.
Tindog-tindog.,Standing up repeatedly.
Ingat-ingat.,Being very careful.
Hinay-hinay.,Going slowly. / Taking it easy.
Dali-dali.,Hurrying. / In a rush.
Tuod-tuod.,Truly genuine. / Really real.
Lain-lain.,Various. / Different kinds.
Iban-iban.,Various. / Assorted.
Nagalagaw-lagaw siya.,He/She is just wandering around.
Nagakaon-kaon siya.,He/She is eating a little.
Nagadula-dula ang mga bata.,The children are playing around.
Nagsaka-saka siya sa hagdan.,He/She kept going up and down the stairs.
Nagabalik-balik siya diri.,He/She keeps coming back here.
Pispis.,Bird. (non-separated reduplication — root pis)
Nagahinay-hinay siya.,He/She is doing it slowly / taking it easy.
Nagadali-dali siya.,He/She is rushing.
Lain-lain ang kulay.,The colors are various.
Iban-iban ang klase.,There are different kinds.
Kaon na.,Eat now.
Inom na.,Drink now.
Tulog na.,Sleep now.
Mata na.,Wake up.
Tindog na.,Stand up.
Lingkod na.,Sit down.
Lagaw na.,Walk now. / Go now.
Dali na!,Hurry up!
Hulat lang.,Just wait.
Hilom!,Be quiet!
Pamati!,Listen!
Tan-awa!,Look!
Suportahan mo siya.,Support him/her.
Tabangan mo siya.,Help him/her.
Hatagi siya sang tubig.,Give him/her water.
Ihatag mo sa akon.,Give it to me.
Kuhai ako sang libro.,Get me a book.
Isara ang puwerta.,Close the door.
Bukas ang bintana.,Open the window.
Patya ang ilaw.,Turn off the light.
On-a ang suga.,Turn on the light.
Magkaon kita.,Let us eat.
Maglakad kita.,Let us walk.
Magbalik kita.,Let us return.
Magpadayon kita.,Let us continue.
Wag magsapak.,Don't mind it.
Ayaw magsapak.,Don't mind it. (softer)
Ayaw magsalig sang sobra.,Don't rely on it too much.
Ingat ka gid.,Be very careful.
Halong gid.,Take very good care.
Indi magbuhin.,Don't give up.
"Ang nagpugas sang maayo, ani man sang maayo.",He who plants good will harvest good. (reaping what you sow)
"Kon indi ka magsugod, indi ka makatapos.","If you don't start, you won't finish."
"Ang daan mo, amo man ang balik mo.",The road you take is the road you return on. (what goes around comes around)
Ang buhing isda nagasabak sang agos.,A living fish swims against the current. (perseverance)
Indi magsilyo ang bulawan kon indi lutoon.,Gold does not shine if not melted. (hardship refines)
"Ang walang pangatarungan, daw anting-anting.",That without reason is like a charm. (things need a basis)
Ang kabalaka wala nagaayo sang butang.,Worry does not fix things.
Mas maayo ang maayo nga abyan sang kayamanan.,A good friend is better than wealth.
Ang gugma wala nagahulog sa langit.,Love does not fall from heaven. (it is built)
Indi pulos ang isda nga wala sing tubig.,A fish without water is useless. (everyone needs their environment)
"Ang tigsaon sang bata, dala sa tigulang.",What is done in childhood is carried into old age.
Wala sing matahum nga bulak nga wala sing tunok.,There is no beautiful flower without thorns.
"Ang nagatrabaho maayo, nagakaon maayo.",He who works well eats well.
Padayon bisan mabudlay.,Continue even if it's hard.
"Kon may tiyaga, may nilaga.","Where there is patience, there is reward. (Hiligaynon version)"
Ang kabuhi daw dahon — may panahon man sa pagtamparaw.,Life is like a leaf — there is also a time to fall.
Ang kahimtangan sang tawo pirme nagabago.,A person's situation always changes.
"Bisan gamay lang, basta tapat.","Even if small, as long as it's sincere."
Ang tinuod pirme nagadaog.,The truth always wins.
Indi masaligan ang nawong.,You cannot rely on appearances.
Maayong aga sa inyo.,"Good morning to you. (formal, plural)"
Aga man!,Good morning! (casual shortform)
"Maayong gab-e, Ginoo.","Good evening, Sir. (formal)"
"Maayong gab-e, Ginang.","Good evening, Ma'am. (formal)"
Gab-e!,Good evening! (casual)
Kamusta ang imo kahimsog?,How is your health? (formal)
Kumusta ka na?,How are you now? (casual)
"Maayo man gid, salamat sa pagpangutana.","I am very well, thank you for asking. (formal)"
"Maayo man, ikaw?","Fine, and you? (casual)"
Nagagalak ako sa pagkilala sa inyo.,I am pleased to meet you. (formal)
Nalipay gid ako nga nakita ta kita.,I'm really happy we met. (casual)
Palihug nga ihatag sa akon ang dokumento.,Please give me the document. (formal)
Ihatag mo lang sa akon.,Just give it to me. (casual)
Pwede ba nimo ako tabangan?,Could you perhaps help me? (polite)
Pakitabang naman.,"Please help, if you don't mind. (polite formal)"
Nagapasalamat gid ako sa inyong oras.,I am very grateful for your time. (formal)
Salamat sa imo oras.,Thanks for your time. (casual)
Hangtod sa sunod nga pagkakataon.,Until the next opportunity. (formal)
"Sige, lakaw na ako ha.","Okay, I'm heading off now. (casual)"
Nagsisising ako sa akon nahimo.,I am sorry for what I did. (formal)
"Pasensya na gid, indi ko gusto.","I'm really sorry, I didn't mean it. (casual)"
"Ako si Dr. Santos, ang inyong manugbulong.","I am Dr. Santos, your physician. (formal)"
Ako ang doktor ninyo.,I am your doctor. (casual)
"Ginoo, may pangutana ako sa inyo.","Sir, I have a question for you. (formal)"
"Pre, may itanong lang ako.","Hey bro, just wanna ask something. (casual)"
Gusto ko sana ipahibalo sa inyo ang...,I would like to inform you of... (formal)
Gusto ko lang ibalita sa imo nga...,I just want to tell you that... (casual)
Indi ko makaayon sa inyong prposisyon.,I cannot agree with your proposal. (formal)
Indi ko sang-ayon sa imo.,I don't agree with you. (casual)
Salamat gid sa inyong pagtabang.,Thank you very much for your help. (formal)
"Salamat ha, amigo.","Thanks, friend. (casual)"
Nagadto siya sa merkado.,He/She goes to the market. (mercado < Sp. mercado)
Ang Simba nagsugod na.,The mass has already started. (simba < Sp. misa)
Nagkadto siya sa plaza.,He/She went to the plaza. (plaza < Sp. plaza)
Nagbasa siya sang periodiko.,He/She read the newspaper. (periodiko < Sp. periódico)
Nagbakal siya sang sigarilyo.,He/She bought cigarettes. (sigarilyo < Sp. cigarillo)
Nagatawid siya sang kalsada.,He/She is crossing the street. (kalsada < Sp. calzada)
Ang kutsero nagmaneho sang karwahe.,The coachman drove the carriage. (kutsero < Sp. cochero)
Nagbayad siya sang kwenta.,He/She paid the bill. (kwenta < Sp. cuenta)
Ginlimpyohan niya ang bentana.,He/She cleaned the window. (bentana < Sp. ventana)
Ang bandera ginpataas.,The flag was raised. (bandera < Sp. bandera)
Nagbasa siya sang kartsilyo.,He/She read the placard. (kartsilyo < Sp. cartelillo)
Ginbaligya nila ang mantikiya.,They sold butter. (mantikiya < Sp. mantequilla)
Naglutu siya sang sopas.,He/She cooked soup. (sopas < Sp. sopas)
Ginabutangan niya sang asukar.,He/She is putting sugar. (asukar < Sp. azúcar)
Nagbalik siya gikan sa prisyo.,He/She returned from asking the price. (prisyo < Sp. precio)
Naga-iskwela ang mga bata.,The children are going to school. (iskwela < Sp. escuela)
Nagpirma siya sang kontrata.,He/She signed the contract. (kontrata < Sp. contrato)
Ang kapitan nagpulong.,The captain spoke. (kapitan < Sp. capitán)
Gitago niya ang trabaho sa kanayunan.,He/She left the work in the countryside. (kanayunan from Sp. influenced vocab)
Nagbalik siya sa kanipaan.,He/She returned to the sugarcane area.
Nagsimba sila sa simbahan.,They went to mass at the church.
Ang padre nagsermon.,The priest delivered a sermon. (padre < Sp. padre)
Nagkanta sila sang kansyon.,They sang a song. (kansyon < Sp. canción)
Ginbuhat niya sang musika.,He/She made music. (musika < Sp. música)
Naggitar siya.,He/She played guitar. (gitar < Sp. guitarra)
Nagpiyano siya.,He/She played piano. (piyano < Sp. piano)
Nagbayad siya sang impuwesto.,He/She paid taxes. (impuwesto < Sp. impuesto)
Nagdala siya sang sertipiko.,He/She brought a certificate. (sertipiko < Sp. certificado)
Naghanda siya sang piyesta.,He/She prepared for the feast. (piyesta < Sp. fiesta)
Nagsuot siya sang palda.,She wore a skirt. (palda < Sp. falda)
Nagbuhat siya sang kartsal.,He/She made a cage. (kartsal < Sp. cárcel — local semantic shift)
Ang ermita malapit sa simbahan.,The hermitage is near the church. (ermita < Sp. ermita)
Nagsalbar siya sang tawo.,He/She saved a person. (salbar < Sp. salvar)
Isa ka libra sang asukar.,One pound of sugar. (libra < Sp. libra)
Tulo ka metro ang kahaba.,It is three meters long. (metro < Sp. metro)
Ikaisa.,First.
Ikaduha.,Second.
Ikatlo.,Third.
Ikaupat.,Fourth.
Ikalima.,Fifth.
Ikaanom.,Sixth.
Ikapito.,Seventh.
Ikawalo.,Eighth.
Ikasiyam.,Ninth.
Ikanapulo.,Tenth.
Ikaisa siya sa klase.,He/She is first in class.
Ikaduha siya sa paligsahan.,He/She is second in the competition.
Ikatlo ang iya lugar.,His/Her rank is third.
Ikapila ka sa inyo pamilya?,What is your birth order in your family?
Ikaduha ako sa among pamilya.,I am second in our family.
Ang ikaisa nga panaog.,The first floor.
Ang ikaduha nga panaog.,The second floor.
Ang ikatlo nga panaog.,The third floor.
Ang ikaisa nga beses.,The first time.
Ang ikaduha nga beses.,The second time.
Nagsugod na ang ikatlo nga round.,The third round has already started.
Ang ikalima nga anak.,The fifth child.
Ikaisa sa listahan.,First on the list.
Ikalima sa ranking.,Fifth in the ranking.
Ang ikaduha nga adlaw sang bulan.,The second day of the month.
Alas isa na.,It is already one o'clock.
Alas dos na.,It is already two o'clock.
Alas tres na.,It is already three o'clock.
Alas kuwatro na.,It is already four o'clock.
Alas singko na.,It is already five o'clock.
Alas seis na.,It is already six o'clock.
Alas siete na.,It is already seven o'clock.
Alas otso na.,It is already eight o'clock.
Alas nuwebe na.,It is already nine o'clock.
Alas diyes na.,It is already ten o'clock.
Alas onse na.,It is already eleven o'clock.
Alas dose na.,It is already twelve o'clock. / Noon.
Alas dos bente na.,It is already two twenty.
Alas dos y medya na.,It is already two thirty.
Alas dos singkuwenta na.,It is already two fifty.
