en	hil
Yeah, if you ’ re a girl.	Yeah, kon magbalik ka sa isa ka babayi nga wala sing bana.
Well, you just want to watch Dark Angel because of the hot girl.	Ti, luyag mo lamang makita ang madulom nga Anghel bangod sang mainit nga babayi.
That ’ s not true. Dark Angel is a good show.	Ang isa ka maayo nga palaguwaon amo nga indi matuod ang mga anghel nga maitom.
It’s story is just an excuse to get the girl dressed up in different tight outfits.	Isa lamang ini ka balibad agod masuksok ang babayi nga nagasuksok sing lainlain nga malaba nga panapton.
O. K., O. K. Let ’ s forget it. There ’ s a football game on too.	O. K., O. K.Ikalipatan ini sang mga taga - Paris.
No way. I ’ m watching Ally McNeal. Go to John ’ s to watch the game.	Wala ako sing nakita nga Ally McNaal kundi si John rled agod magtan - aw sing hampang.
You said it. Many parents just don ’ t know how to educate their children.	Madamo nga ginikanan ang wala lang makahibalo kon paano tudluan ang ila kabataan.
Sarah, what did you do today?	Sara, ano ang ginhimo mo subong?
I went shopping.	Nagbakal ako.
Did you buy anything?	May ginbakal ka bala?
Yes, I bought a few things.	Huo, nagbakal ako sing pila ka butang.
I bought this coat. Do you like it?	Nanamian ka bala sini?
Yeah, I like it a lot. It's very pretty. Where did you buy it?	Nanamian gid ako kay matahom ini kay ginbakal mo ini?
At the mall on 5th street.	Sa mall sa ika - 5 nga kalye.
No, it wasn't expensive. It was on sale for 20 dollars.	Indi, indi ini mahal kay ginabaligya ini sing 20 dolyares.
That's cheap.	barato ina.
I know. It was a really good deal.	Nahibaluan ko nga maayo gid ini.
I don't think you'll need to wear it for a while. It's been really hot lately.	Sa banta ko, indi kinahanglan nga magsuksok ka anay sing bayo kay mainit gid ini sining karon lang.
Hi, Victor. How are you?	Hi, Victor.
Oh, I'm fine.	Maayo ako.
So, are you going to go to class tonight?	Gani, magakadto ka bala sa klase tubtob karon?
Maybe... but I don't think so.	Mahimo... apang sa banta ko indi amo sina.
Really? What's the matter?	Ano gid bala ini?
I don't know. I'm just feeling a little sad.	Wala ako makahibalo nga nasubuan lang ako.
Listen. Come with me to class, and after class we can go out for dinner.	Pamatii ninyo ako, kag sa tapos sang klase makaguwa kami agod magkaon.
Now that's a good idea. Thanks a lot, Brian. I'm feeling better already.	Maayo na ini nga ideya kay madamo na ako sing nahibaluan.
How's John doing?	Paano ginahimo ni John?
He can barely make ends meet.	Daw indi niya masarangan ang iya mga tulumuron.
Come on, you are left behind!	Kari ka, nabilin ka!
Wow, I can't catch my breath. You are running too fast, honey.	Indi ko gid mapunggan ang akon pagginhawa kay tuman kadasig sang imo pagdalagan, ang dugos.
You just need more exercise.	Kinahanglan mo lang ang dugang nga ehersisyo.
Yes, but you need to slow down. This is jogging, not racing!	Huo, apang dapat ka mag - untat kay indi ini palumbaan!
I don't care. I want to burn up my fat.	Indi ko gusto nga sunugon ang akon tambok.
But running so fast is not good for people over forties.	Apang ang pagdalagan sing madasig indi maayo para sa katawhan nga sobra ka kontento.
We are not as athletic as we were when young. Mild exercise is more suitable for us.	Indi pareho sa aton ang aton panimuot sang bata pa kita, kay mas maayo para sa aton ang haganhagan nga ehersisyo.
But I want to burn up more calories!	Apang luyag ko nga magsunog sing dugang pa nga kalori!
In fact, in order to burn up your fat, you must take it slowly for a longer time.	Sa katunayan, agod masunog ang imo tambok, dapat mo ini himuon sing amat - amat sa malawig nga tion.
Really? I will slow down then.	Magadulog gid ako sa sina nga tion.
Hello, Daisy, how are you doing?	Sing makatilingala, sing di - makatarunganon, paano mo ginahimo ini?
Fine, thank you. I haven ’ t seen you for quite some time. What have you been up to recently?	Maayo lang kay may nakita ako nga xrick t, pero subong, ano ang imo nakita?
I have been spending a lot of time watching movies at home, so you wouldn't have seen me. Recently, I've been obsessed with horror films.	Pirme ako nagatan - aw sing pelikula sa balay, gani wala mo ako makita sining karon lang.
Oh, how can you be infatuated with horror films? They're so scary.	Ti, paano ka ma - type sang makahaladlok nga mga pelikula?
Yeah, you are right I used to not watch horror films, but after seeing Silence of the Lamb with Mike last month, I fell in love with them.	Yeah, ikaw mismo ang wala ko anay ginatan - aw ang makahaladlok nga mga pelikula, apang sang nakita ko ang kalinong sang Kordero upod kay Mike sang nagligad nga bulan, ginhigugma ko sila.
It's amazing. But if I were you, I wouldn't have the courage to watch the first one.	Pero kon ikaw ang akon upod, indi ako kuntani mangin maisog sa pagtan - aw sa una.
But it's really exciting.	Apang makakulunyag gid ini.
Maybe, but I would rather watch romance, science fiction, crime or even disaster movie instead of a horror picture. I wouldn't dare sleep at night after watching one.	Mahimo nga gusto ko magtan - aw sing romantiko nga mga abyan, science fiction, krimen ukon pelikula nga may kalamidad, pero wala ako nagatulog kon gab - i pagkatapos magtan - aw.
Basically. you'll watch any type of movie except horror.	Una, tan - awon mo ang bisan ano nga sahi sang pelikula luwas lang sa kahadlok.
I think you should have a try someday. Maybe you'll change your mind.	Sa banta ko dapat mo tilawan sa pila ka adlaw, ayhan magabag - o ang imo pensar.
Maybe. After all, I am grown up now.	Ti, bisan pa hamtong na ako karon.
It's hard to be optimistic about things with the way the economy's headed... The trade deficit is getting larger, consumption's down, I really think we're headed for a recession.	Mabudlay mangin malaumon sa mga butang sa kon paano ang ulo sang ekonomiya... Ang pag - usmod sang negosyo nagadaku, ang gasto, sa banta ko nagapadulong kita sa pagkalusod.
The economy has been stagnant for a while now. We've been in a recessive state for several months already. What worries me the most is the trade deficit. I think the government should do more to encourage exports.	Pila na ka bulan nga wala ako sing obra, pero para sa akon, dapat pa gid palig - unon sang gobierno ang mga pungsod nga mag - eksport.
Increasing exports would weaken the currency. I think the main point is economic growth. We need more jobs. Factories have outsourced and moved many jobs to foreign countries. The result is an increase in unemployment in our own country, lower consumption, lower production, and an overall feeble economy. If more people are working, it will give the economy a boost.	Sa banta ko, ang panguna nga punto amo ang pag - uswag sang ekonomiya, dugang nga trabaho, mas barato nga ekonomiya, kag mas barato nga ekonomiya.
It's true that we should do something about unemployment, but what about inflation? If unemployment falls, there's pressure to increase pay. That would result in inflation, which would result in a much less dynamic economy.	Matuod nga dapat kita maghimo sing pila ka butang tuhoy sa pagkawalay palamugnan, apang kamusta naman ang implasyon?
I like sculpture, especially that from ancient rome or Greece. What time are you thinking of going? I ’ d love to go with you.	Gusto ko gid nga mag - entra sa inaway, ilabi na kay halin sa dumaan nga mga rime ukon Gresya.
Let ’ s meet at 12 thirty. it will probably take us three or four hours to see all of the exhibits.	Mahimo nga tatlo ukon apat ka oras pa antes makita ang tanan nga eksibit.
Hello, Jack.Happy birthday!	Malipayon gid si Jack sa iya birthday!
My birthday? I forgot it, Thank you for remembering my birthday.	Ginkalipatan ko ini, Salamat sa pagdumdom ninyo sang akon kaadlawan.
I'd like to offer you my congratulations on your birthday and best wishes for your future happiness, good health and continued success. I've asked the Fairy Flowers to send you a bunch of flowers. I hope you'll like them.	Luyag ko nga tanyagan kamo sang akon mga sumbag sa inyo kaadlawan kag luyag gid ninyo ang inyo palaabuton nga kalipay, maayong panglawas kag padayon nga kadalag - an, ginpangabay ko ang mga bulak nga mangin matahom kag matahom ang mga bulak.
Thanks a lot. I'm so touched.	Madamo gid ako sing natandog.
"""Now let me sing """" Happy birthday """" for you."""	""" Karon mag - amba ako sing """" Malipayon nga kaadlawan """" para sa imo. """
It's a good day for a picnic.	Maayo ini nga adlaw para sa isa ka  earthing.
Turn on the TV for what?	Magtan - aw sing TV para sa ano?
Diane Grant? I haven't seen you for ages!	Wala ko ka pa makita sa sulod sang malawig nga tion!
Brian! How have you been?	Ngaa?
Pretty good. Say, you've really changed!	Maayo gid kay nagbag - o ka!
Oh, well, I've lost some weight. And my hair is longer than before.	Pero, mas madugay na ako nga naun - an.
Well, you look great! How are you?	Ti, daw ano ikaw ka daku!
I'm doing really well. I got married about three years ago. I have two kids now.	Maayo gid ang akon ginahimo kay mga tatlo ka tuig na ako nga kasal.
How is your new dormitory?	Paano ka nangin bag - o nga mga tawo?
It's very nice. There are only four people, and those girls are very kind and friendly.	Apat lang ang tawo diri, kag mabuot gid sila kag mainabyanon.
Well, do you all major in the same subject?	Ti, ikaw bala tanan ang nagapanguna sa pareho nga topiko?
No, the other three girls major in a computer science, and they can help me a lot with the computer operating.	Indi, ang tatlo pa ka bata nga babayi nga nagapanguna sa siensia sa kompyuter, kag mabuligan nila ako sing daku sa paggamit sing kompyuter.
Do you really have to work today?	Dapat gid bala ikaw magtrabaho karon?
Yes. I'm afraid so.	Huo, nahadlok gid ako.
But you'll miss out on the football game.	Apang indi mo makita ang hampang nga football.
Oh. Well, it can't be helped.	Ti, indi ini mabuligan.
How smart of you to book the tickets before hand!	Maalamon gid nga himuan mo sing libro ang tiket antes mo ini gamiton!
Oh, do you really think so?	Ti, amo gid bala sina sa banta mo?
Of course, otherwise you ’ ll just have to wait for hours.	Siempre, kon indi, kinahanglan nga maghulat ka sing inoras.
But I just got a call from my sister and I have to cancel the movie tonight.	Apang bag - o lang ako makaduaw sa akon magulang nga babayi kag dapat ko ini i - untat sa pagtan - aw sing sine karon.
I had an accident.	Nang - aksidente ako.
That's terrible!	Makahalawhaw gid ina!
I found a new job after all, and I like this one even better than the last.	Nakakita ako sing bag - o nga trabaho, kag naluyagan ko gid ini nga trabaho.
You see? Every cloud has a silver lining.	Ang tagsa ka panganod may pilak nga tabunan.
Tom, I won first prize in the poetry contest.	Tom, nagdaug ako sa una nga premyo sa paindis - indis sa binalaybay.
Come on! You're pulling my leg.	Nag - abot ka, ginaganoy mo ang akon tiil.
Really! Here's my trophy.	Amo gid sini ang akon ginabatyag.
What a beautiful watch. It goes very well with your ring.	Daw ano katahom nga relo, maayo gid ang imo singsing.
Is that your wedding ring?	Amo bala sina ang inyo singsing sa kasal?
I'm not married yet. It's my engagement ring.	Indi pa ako kasal, kundi ako pa ang may nobya.
Well, congratulations. When is the big date?	Ti, san - o ang daku nga petsa?
Did you have the watch before getting the ring?	May relo ka bala antes kuhaon ang singsing?
Actually, we bought the ring together after I got the watch.	Sa pagkamatuod, ginbakal namon ang singsing sing tingob sa tapos ako makabantay.
You did a fabulous job with the selection. It's gorgeous.	Maayo gid ang imo obra kay matahom ini.
It's a Tag Heer.	Isa ini ka Tag Heer.
If you don't mind me asking, how much do they cost?	Kon wala mo ako ginasapak nga nagapamangkot, pila ang bili sini?
This one is $ 1500. But they range from $ 600 to $ 3000.	Apang, ini nga libro nagalab - ot sa $300.
That's why it looks so nice. I should have figured. You always get what you pay for.	Gani, maayo gid ini kay pirme mo lang ini ginapamensar.
Yeah. I would rather get one nice watch instead of 20 mediocre ones.	Mas gusto ko kuntani nga magtan - aw sing maayo sangsa 20 ka taga - Paris.
I'm really mad at Bob.	Naakig gid ako kay Bob.
What for? ( Why? )	Ano naman ang matabo? (Ngaa?)
Hi, Jack, how have you been?	Hi, Jack, paano ka nangin amo sini?
Why? Looks like you're feeling very down! What happened?	Ngaa?
Come on. For a man who's feeling so, down, there're usually two reasons. Either his career is going downhill, or he has a broken heart. Since you're so successful, it must be the latter.	Kon amo, kon ang isa ka tawo nagabatyag sing amo sini, masami nga duha ang rason, mahimo nga indi na sia magmadinalag - on, ukon kon may buong sia nga tagipusuon.
Well, you're right. I just broke up with Jane.	Ti, husto ka, kag wala ko lang na lang na nakilala si Jane.
