Hiligaynon,English
Namit gid magpahuway sa hapon.,It feels very good to rest in the afternoon.
Ubos na ang akon tion para diri.,My time for here is all gone/finished.
Tapos na ang aton pag-istoryahanay.,Our conversation is finished.
Magpahuway na kita tanan sa balay.,Let us all rest now at home.
Maayong gab-i sa inyo tanan subong.,Good night to you all now.
Magtulog kamo sing maayo subong.,Sleep well now.
Bugtaw kita sa kasanagon sang aga.,We will wake up at dawn tomorrow.
Mag-obra kita para sa aton pamilya.,Let's work for our family.
Ang ihibalo amo ang aton manggad.,Knowledge is our wealth.
Maayo gid ang aton padulungan bwas.,Our destination tomorrow is very good.
Indi mag-untat sa pagbinuligay kita.,Let us not stop helping each other.
Masanag ang aton padulungan pirme.,Our destination is always bright.
Ginasiling ko sa inyo ang matuod gid.,I am telling you the absolute truth.
Magpati kamo sa akon mga hambal subong.,Believe in my words right now.
Indi gid ako magbutig sa inyo tanan diri.,I will never lie to all of you here.
Ambot kon san-o ini matapos tanan.,I don't know when all of this will end.
Sin-o ang naghimo sini nga programa?,Who made this program?
Ako ang nag-organisar sini para sa inyo.,I organized this for you.
Patawara ako kon may sala ako subong.,Forgive me if I have a mistake right now.
"Hu-o, patawad na ang tanan diri.","Yes, everything is forgiven here."
Salamat sa inyo daku nga pasensya gid.,Thank you very much for your great patience.
Maghanda kamo kay may naga-abot nga bagyo.,Prepare yourselves because a typhoon is coming.
Mabaskog ang huyop sang hangin sa gwa.,The blowing of the wind outside is strong.
Nagabunok ang ulan sa bilog nga banwa.,The rain is pouring heavily across the whole town.
Masanag ang kilat sa tunga sang kadulom.,The lightning is bright in the middle of the darkness.
Mapunog ang dagu-ob sa kahapunanon.,The thunder is loud in the late afternoon.
Nagadalasa ang baha sa mga kalsada.,The flood is rushing through the streets.
Patawara kami sa amon kakulangan sa paghanda.,Forgive us for our lack of preparation.
Mag-evacuate kita sa mataas nga lugar.,Let's evacuate to a high place.
Nagalinog sing mabaskog kaina sang aga.,There was a strong earthquake earlier this morning.
Nagu-ub ang kudal tungod sa madinalas-on nga tubig.,The fence collapsed because of the rushing water.
Diin dampi ang pinakamalapit nga shelter?,Whereabouts is the nearest shelter?
Ibutang ang mga dokumento sa sulod sang plastik.,Put the documents inside plastic.
Mabug-at ang pag-antos sang mga biktima.,The suffering of the victims is heavy.
Magang-an lang ang aton dala nga pagkaon.,The food we brought is just light.
Sin-o ang nagapamuno sa rescue operations?,Who is leading the rescue operations?
Ako ang nagbulig sa paghakot sang mga gamit.,I was the one who helped carry the things.
Dasig ang pagtaas sang tubig sa suba.,The rising of the water in the river is fast.
Mahina ang signal sang radyo subong.,The radio signal is weak right now.
Indi kamo mag-usoy sa kuryente sa tubig.,Do not go near electricity in the water.
Patawara ako kon wala ako nakatawag sa inyo.,Forgive me if I wasn't able to call you.
Respetuha ang mga mandu sang mga otoridad.,Respect the orders of the authorities.
Malipayon kami kay luwas na ang tanan.,We are happy because everyone is safe now.
Pila ka porsyento sang balay ang naguba?,What percentage of the house was destroyed?
Isá ka gatos ka tawo ang ara sa gym.,One hundred people are in the gym.
Linibo ang nadulaan sang panimalay.,Thousands lost their homes.
Kinahanglan naton sing tinapay kag tubig.,We need bread and water.
Ang ihibalo sa kaligtasan amo ang manggad.,Knowledge of safety is wealth.
Maayo gid ang aton pag-inupdanay sa kapiit.,Our companionship in hardship is very good.
Salamat sa Dios sa pag-ulikid sa amon.,Thank you God for caring for us.
Wala ina sing kabilinggan basta kaupod kita.,That is of no concern as long as we are together.
Mag-andam kamo sa pagbalik sa inyo balay.,Be careful in returning to your house.
Malayo pa bala ang lalakton sang rescue boat?,Is the rescue boat's path still far?
Malapit na lang kita mag-abot sa pantalan.,We are almost at the wharf.
Dal-a ang inyo flashlight kag baterya.,Bring your flashlight and batteries.
Basi malimtan niyo ang inyo taming sa ulan.,You might forget your rain gear (protection).
Mainit gid ang panyempo pagkatapos sang bagyo.,The weather is very hot after the typhoon.
Inom kita sang tubig nga matinlo.,Let's drink clean water.
Namit gid ang mainit nga sabaw subong.,Hot soup is very delicious right now.
Ubosa ang inyo rasyon para magbakod kamo.,Finish your rations so you will get strong.
Busog na kami sa bulig sang amon isig-katawo.,We are full (satisfied) with the help of our fellow men.
Magpahuway kita anay sa tolda.,Let's rest for a while in the tent.
Maayong aga sa inyo tanan nga naluwas.,Good morning to all of you who were saved.
Bugtaw kita sa kasanagon para magpanglimpyo.,We will wake up at dawn to clean up.
Mag-obra kita para sa pagbangon sang banwa.,Let's work for the recovery of the town.
Masanag ang aton kabuwasan bisan may unos.,Our future is bright even if there is a storm.
Ginasiling ko sa inyo ang matuod gid.,I am telling you the absolute truth.
Magpati kamo sa akon mga laygay.,Believe in my advice.
Indi gid ako magbutig sa aton sitwasyon.,I will never lie about our situation.
Ambot kon san-o pa mabalik ang kuryente.,I don't know when the electricity will return.
Sin-o ang naghimo sining relief map?,Who made this relief map?
Ako ang nagplano sang aton distribusyon.,I planned our distribution.
Patawara ako kon may sala ako sa pagpartida.,Forgive me if I have a mistake in dividing (the goods).
"Hu-o, patawad na ang tanan diri.","Yes, everything is forgiven here."
Salamat sa inyo daku nga pasensya gid.,Thank you very much for your great patience.
Kabay pa nga mag-untat na ang ulan.,I hope the rain stops now.
Paalam na sa inyo subong nga adlaw.,Farewell to you for today.
Tubtob sa liwat naton nga pagkitaay.,Until our next meeting.
Mag-andam kamo sa inyo lakat sa dalan.,Be careful on your way on the road.
"Amen, Dios mag-upod sa aton tanan.","Amen, God be with us all."
Maayo gid ang aton pag-inupdanay diri.,Our companionship here is very good.
Indi mag-untat sa pagbinuligay kita.,Let us not stop helping each other.
Masanag ang aton padulungan pirme.,Our destination is always bright.
Malipayon kita sa sining pagbag-o.,We are happy in this change/renewal.
Salamat gid sang madamo sa inyo.,Thank you very much to you.
Walay sapayan sa inyo tanan diri.,You're welcome to all of you here.
Ari na ang akon paborito nga kagamitan.,Here is my favorite equipment.
Namit gid batyagon ang mangin hilway.,It feels very good to be safe/free.
Ubos na ang tubig sa sulod sang balay.,The water inside the house is all gone.
Tapos na ang aton ubra subong nga adlaw.,Our work for today is finished.
Magpahuway na kita tanan sa balay.,Let us all rest now at home.
Maayong gab-i sa inyo tanan diri.,Good night to all of you here.
Magtulog kamo sing maayo subong.,Sleep well now.
Bugtaw kita sa kasanagon sang aga.,We will wake up at dawn tomorrow.
Mag-obra kita para sa aton pamilya.,Let's work for our family.
Ang ihibalo amo ang aton manggad.,Knowledge is our wealth.
Maayo gid ang aton padulungan bwas.,Our destination tomorrow is very good.
Indi mag-untat sa pagbinuligay kita.,Let us not stop helping each other.
Masanag ang aton padulungan pirme.,Our destination is always bright.
Ginasiling ko sa inyo ang matuod gid.,I am telling you the absolute truth.
Magpati kamo sa akon mga hambal subong.,Believe in my words right now.
Indi gid ako magbutig sa inyo tanan diri.,I will never lie to all of you here.
Ambot kon san-o ini matapos tanan.,I don't know when all of this will end.
Sin-o ang naghimo sini nga programa?,Who made this program?
Ako ang nag-organisar sini para sa inyo.,I organized this for you.
Patawara ako kon may sala ako subong.,Forgive me if I have a mistake right now.
"Hu-o, patawad na ang tanan diri.","Yes, everything is forgiven here."
Salamat sa inyo daku nga pasensya gid.,Thank you very much for your great patience.
Kabay pa nga magdugay ining paglaum.,I hope this hope lasts long.
Paalam na sa inyo subong nga oras.,Farewell to you at this hour.
Tubtob sa liwat naton nga pagkitaay bwas.,Until our meeting again tomorrow.
Mag-andam kamo sa inyo lakat sa dalan.,Be careful on your way on the road.
"Amen, Dios mag-upod sa aton tanan.","Amen, God be with us all."
Diin ang pinakamalapit nga kalan para magluto?,Where is the nearest stove to cook?
Gamita ang mataliwis nga kutsilyo sa pag-utod.,Use the sharp knife for cutting.
Ibutang ang mga utan sa sulod sang kalaha.,Put the vegetables inside the frying pan.
Kinahanglan naton sing daku nga kolon para sa tinola.,We need a big clay pot for the ginger broth.
Masanag ang sulod sang aton palamahawan.,The inside of our breakfast area is bright.
Pila ka bilog nga pinggan ang ara sa lamesa?,How many plates are on the table?
Isawsaw ang tinapay sa mainit nga kape.,Dip the bread in the hot coffee.
Mabug-at ining lusong para sa pagbayo.,This mortar is heavy for pounding.
Magang-an lang ang sining sandok nga kawayan.,This bamboo ladle is just light.
Sin-o ang naghugas sang mga baso kag tinidor?,Who washed the glasses and forks?
Ako ang nag-asikaso sang aton mga kutsara.,I was the one who took care of our spoons.
Dasig mag-kalayo ang sining uling sa hurnuhan.,This charcoal in the oven catches fire fast.
Mahina ang init sang sining gamay nga pabilo.,The heat of this small wick is weak.
Indi kamo mag-uyat sang mainit nga talyasi.,Do not touch the hot iron vat.
Malipayon kami sa sining bag-o nga lababo.,We are happy with this new sink.
Pila ka porsyento sang luto ang mahimo na?,What percentage of the cooking is done already?
Isá ka gatos ka bilog nga itlog ang kinahanglan.,One hundred pieces of eggs are needed.
Linibo ka sili ang gin-gamit sa sining rekado.,Thousands of chili peppers were used in this spice mix.
Dasiga ang imo pag-hiwa sang mga luy-a.,Quicken your slicing of the ginger.
Madulom ang sulod sang aton daku nga dispensa.,The inside of our big pantry is dark.
Mag-upod kita sa paghanda sang panyapon.,Let's join in preparing dinner.
Ang ihibalo sa pagluto amo ang matuod nga manggad.,Knowledge of cooking is true wealth.
Maayo gid ang aton palaabuton sa sining negosyo.,Our future in this business is very good.
Indi mag-untat sa pag-usisa sang timpla.,Do not stop examining the seasoning.
Masanag ang aton padulungan sa sining ubra.,Our destination in this work is bright.
Ginasiling ko sa inyo ang matuod nga resipe.,I am telling you the true recipe.
Magpati kamo sa timpla sang sining sabaw.,Believe in the seasoning of this soup.
Indi gid ako magbutig parte sa presyo sang karne.,I will never lie about the price of the meat.
Ambot kon ngaa wala nag-init ang aton tubig.,I don't know why our water didn't get hot.
Sin-o ang naghimo sining manami nga garapon?,Who made this nice glass jar?
Ako ang nagplano sang aton daku nga kusina.,I planned our big kitchen.
Salamat sa inyo daku nga pasensya sa paghulat.,Thank you for your great patience in waiting.
Kabay pa nga magdugay ining mga kagamitan.,I hope these tools last long.
Paalam na sa inyo subong nga panyaga.,Farewell to you for this lunch.
Tubtob sa liwat naton nga pagkaon kaupod.,Until our next time eating together.
Mag-andam kamo sa pag-uyat sang mataliwis.,Be careful in handling sharp objects.
"Amen, Dios mag-upod sa aton pamilya.","Amen, God be with our family."
Maayo gid ang aton pag-inupdanay sa lamesa.,Our companionship at the table is very good.
Indi mag-untat sa pagbinuligay sa ubra.,Do not stop helping each other at work.
Masanag ang aton padulungan bwas.,Our destination tomorrow is bright.
Malipayon kita sa sining tinipon nga grasya.,We are happy in this gathered grace/blessing.
Salamat gid sang madamo sa inyo tanan.,Thank you very much to all of you.
Walay sapayan sa inyo pag-abot diri.,You're welcome for coming here.
Ari na ang akon paborito nga tasa.,Here is my favorite cup.
Namit gid batyagon ang mangin busog.,It feels very good to be full/satisfied.
Ubos na ang asukar sa sulod sang botilya.,The sugar inside the bottle is all gone.
Tapos na ang aton pagluto subong nga adlaw.,Our cooking for today is finished.
Magpahuway na kita tanan sa sala.,Let us all rest now in the living room.
Maayong gab-i sa inyo tanan sa balay.,Good night to all of you in the house.
Magtulog kamo sing maayo subong nga gab-i.,Sleep well tonight.
Magdalagan kita paagi sa mapiit nga dalan.,Let's run through the narrow path.
Nagalumpat ang mga bata sa suba.,The children are jumping into the river.
Hakwata ining mabug-at nga sako sang bugas.,Lift this heavy sack of rice.
Maghinay-hinay ka sa pagpanaog sa hagdan.,Be careful/slow in going down the stairs.
Sin-o ang nag-uyat sining madamol nga lubid?,Who held this thick rope?
Isaka ang mga gamit sa ibabaw sang balay.,Bring the things up to the top of the house.
Dasig sia mag-langoy sa maligwa nga dagat.,He/She swims fast in the wide sea.
Mahina ang iya pagtikang tungod sa kakapoy.,His/Her stepping is weak due to tiredness.
Indi kamo mag-tulod sa tunga sang kadam-an.,Do not push in the middle of the crowd.
Nagaluhod ang mga tawo sa sulod sang simbahan.,The people are kneeling inside the church.
Ako ang nag-alsa sang aton daku nga lamesa.,I was the one who lifted our big table.
Mag-abay kamo samtang nagalakat sa dalan.,Walk side-by-side while walking on the road.
Tuloka ang masanag nga bituon sa langit.,Look at the bright star in the sky.
Pamatian naton ang huni sang mga pispis.,Let's listen to the chirping of the birds.
Kaw-it kamo sa bintana para makakita sa gwa.,Hang on/Cling to the window to see outside.
