reference	hiligaynon	english
MAT.25.34	Kag bilang Hari, magasiling ako sa mga tawo sa akon tuo, ‘Kamo nga ginpakamaayo sang Dios nga akon Amay, batuna ninyo ang inyo parte sa paghari sang Dios sang Dios , nga ginpreparar para sa inyo halin pa sang pagtuga sang kalibutan.	Then shall the King say unto them on his right hand, Come, ye blessed of my Father, inherit the kingdom prepared for you from the foundation of the world: Then shall the King say unto them on his right hand, Come, ye blessed of my Father, inherit the kingdom prepared for you from the foundation of the world:
MAT.25.35	Kay sang gin-gutom ako ginpakaon ninyo ako, kag sang gin-uhaw ako ginpainom ninyo ako. Sang nangin pangayaw ako ginpadayon ninyo ako sa inyo balay;	for I was an hungred, and ye gave me meat: I was thirsty, and ye gave me drink: I was a stranger, and ye took me in: for I was an hungred, and ye gave me meat: I was thirsty, and ye gave me drink: I was a stranger, and ye took me in:
MAT.25.36	sang wala ako sang bayo ginpabayuan ninyo ako; sang nagmasakit ako gin-atipan ninyo ako; kag sang ginpriso ako ginbisitahan ninyo ako.’	naked, and ye clothed me: I was sick, and ye visited me: I was in prison, and ye came unto me. naked, and ye clothed me: I was sick, and ye visited me: I was in prison, and ye came unto me.
MAT.25.37	Dayon magasabat ang mga matarong sa akon tuo, ‘Ginoo, san-o ka bala namon nakita nga gutom kag ginpakaon namon, ukon nauhaw kag ginpainom namon?	Then shall the righteous answer him, saying, Lord, when saw we thee an hungred, and fed thee ? or thirsty, and gave thee drink? Then shall the righteous answer him, saying, Lord, when saw we thee an hungred, and fed thee thee ? or thirsty, and gave thee thee drink?
MAT.25.38	San-o ka bala namon nakita nga nangin pangayaw kag ginpadayon ka namon sa amon balay, ukon wala sing bayo kag ginpabayuan namon?	When saw we thee a stranger, and took thee in? or naked, and clothed thee ? When saw we thee a stranger, and took thee thee in? or naked, and clothed thee thee ?
MAT.25.39	San-o ka bala namon nakita nga nagmasakit ukon napriso kag ginbisitahan namon?’	Or when saw we thee sick, or in prison, and came unto thee? Or when saw we thee sick, or in prison, and came unto thee?
MAT.25.40	Ako nga Hari magasabat, ‘Sa pagkamatuod, kon ginhimo ninyo ini sa isa sang akon labing kubos nga mga utod, pareho man nga ginhimo ninyo ini sa akon.’	And the King shall answer and say unto them, Verily I say unto you, Inasmuch as ye have done it unto one of the least of these my brethren, ye have done it unto me. And the King shall answer and say unto them, Verily I say unto you, Inasmuch as ye have done it it unto one of the least of these my brethren, ye have done it it unto me.
MAT.25.41	“Dayon magasiling ako sa mga tawo sa akon wala, ‘Halin kamo diri sa akon, kamo nga ginpakamalaot sang Dios! Didto kamo sa kalayo nga nagadabadaba sa wala sing katapusan nga ginpreparar para sa yawa kag sa iya mga anghel.	Then shall he say also unto them on the left hand, Depart from me, ye cursed, into everlasting fire, prepared for the devil and his angels: Then shall he say also unto them on the left hand, Depart from me, ye cursed, into everlasting fire, prepared for the devil and his angels:
MAT.25.42	Kay gin-gutom ako pero wala ninyo ako ginpakaon, gin-uhaw ako pero wala ninyo ako ginpainom.	for I was an hungred, and ye gave me no meat: I was thirsty, and ye gave me no drink: for I was an hungred, and ye gave me no meat: I was thirsty, and ye gave me no drink:
MAT.25.43	Sang pangayaw ako wala ninyo ako pagpadayuna sa inyo balay; sang wala ako bayo wala ninyo ako pagpabayui; pagmasakit ko kag sang pagkapriso ko wala ninyo ako pag-atipana.’	I was a stranger, and ye took me not in: naked, and ye clothed me not: sick, and in prison, and ye visited me not. I was a stranger, and ye took me not in: naked, and ye clothed me not: sick, and in prison, and ye visited me not.
MAT.25.44	Dayon magasabat sila, ‘Ginoo, san-o ka namon nakita nga gin-gutom ukon gin-uhaw, ukon wala dalayunan, ukon wala bayo, ukon nagmasakit, ukon napriso nga wala kami nagbulig sa imo?’	Then shall they also answer him, saying, Lord, when saw we thee an hungred, or athirst, or a stranger, or naked, or sick, or in prison, and did not minister unto thee? Then shall they also answer him, saying, Lord, when saw we thee an hungred, or athirst, or a stranger, or naked, or sick, or in prison, and did not minister unto thee?
MAT.25.45	Kag ako nga Hari magasabat, ‘Sa pagkamatuod, kon wala ninyo pagbuligi ang isa sang akon labing kubos nga mga utod, pareho lang ina nga wala ninyo ako pagbuligi.’	Then shall he answer them, saying, Verily I say unto you, Inasmuch as ye did it not to one of the least of these, ye did it not to me. Then shall he answer them, saying, Verily I say unto you, Inasmuch as ye did it it not to one of the least of these, ye did it it not to me.
MAT.25.46	Kag ini sila pahalinon kag silutan sa wala sing katapusan. Pero ang mga matarong hatagan sang kabuhi nga wala sing katapusan.”	And these shall go away into everlasting punishment: but the righteous into life eternal. And these shall go away into everlasting punishment: but the righteous into life eternal.
MAT.26.1	Pagkatapos sang pagpanudlo ni Jesus sang sini nga mga butang, nagsiling siya sa iya mga sumulunod,	And it came to pass, when Jesus had finished all these sayings, he said unto his disciples,
MAT.26.2	“Nahibaluan ninyo nga duha na lang ka adlaw antes mag-abot ang Piesta sang Paglabay sang Anghel, kag ako nga ako nga Anak sang Tawo itugyan sa mga tawo para ilansang sa krus.”	Ye know that after two days is the feast of the passover, and the Son of man is betrayed to be crucified. Ye know that after two days is the feast of the feast of the passover, and the Son of man is betrayed to be crucified.
MAT.26.3	Kag sa amo man nga oras didto sa palasyo ni Caifas nga pangulo nga pari, nagtilipon ang manugdumala nga mga pari kag ang mga manugdumala sang mga Judio.	Then assembled together the chief priests, and the scribes, and the elders of the people, unto the palace of the high priest, who was called Caiaphas,
MAT.26.4	Gin-meetingan nila kon paano nila madakop si Jesus nga indi mahibaluan sang mga tawo, kag pagkatapos patyon dayon.	and consulted that they might take Jesus by subtilty, and kill him him .
MAT.26.5	Nagsiling sila, “Indi ta lang pagtabuon sa piesta kay basi kon magkinagamo ang mga tawo.”	But they said, Not on the feast day day , lest there be an uproar among the people.
MAT.26.6	Sang didto si Jesus sa Betania, sa balay ni Simon nga sadto anay sadto anay may delikado nga balatian sa panit, # 26:6 delikado nga balatian sa panit: Tan-awa ang footnote sa 8:2. # 26:6 delikado nga balatian sa panit: Tan-awa ang footnote sa 8:2. 26:6 delikado nga balatian sa panit: Tan-awa ang footnote sa 8:2.	Now when Jesus was in Bethany, in the house of Simon the leper,
MAT.26.7	may nagpalapit sa iya nga isa ka babayi. May dala siya nga tibod-tibod nga may sulod nga malahalon gid nga pahamot. Samtang nagakaon si Jesus ginbubuan niya sang pahamot ang ulo ni Jesus. # 26:7 Siguro ginhimo niya ini bilang pagpadungog kay Jesus. # 26:7 Siguro ginhimo niya ini bilang pagpadungog kay Jesus. 26:7 Siguro ginhimo niya ini bilang pagpadungog kay Jesus.	there came unto him a woman having an alabaster box of very precious ointment, and poured it on his head, as he sat at meat.
MAT.26.8	Pagkakita sadto sang iya mga sumulunod nangakig sila kag nagsiling, “Ngaa ginausikan lang niya ina?	But when his disciples saw it it , they had indignation, saying, To what purpose is is this waste?
MAT.26.9	Sarang kuntani mabaligya ina sa dako nga kantidad kag ang iya bili ihatag sa mga imol!”	For this ointment might have been sold for much, and given to the poor.
MAT.26.10	Nahibaluan ni Jesus kon ano ang ila ginhambal, gani nagsiling siya sa ila, “Ngaa ginahilabtan ninyo siya? Maayo ining iya ginhimo sa akon.	When Jesus understood it it , he said unto them, Why trouble ye the woman? for she hath wrought a good work upon me. Why trouble ye the woman? for she hath wrought a good work upon me.
MAT.26.11	Ang mga imol permi ninyo makaupod, pero ako indi ninyo permi makaupod.	For ye have the poor always with you; but me ye have not always. For ye have the poor always with you; but me ye have not always.
MAT.26.12	Ginbubuan niya sang pahamot ang akon lawas bilang pagpreparar sa akon lubong.	For in that she hath poured this ointment on my body, she did it for my burial. For in that she hath poured this ointment on my body, she did it it for my burial.
MAT.26.13	Sa pagkamatuod, bisan diin iwali ang Maayong Balita sa bilog nga kalibutan, ang iya ginhimo sa akon isugid man bilang handumanan sa iya.”	Verily I say unto you, Wheresoever this gospel shall be preached in the whole world, there shall also this, that this woman hath done, be told for a memorial of her. Verily I say unto you, Wheresoever this gospel shall be preached in the whole world, there there shall also this, that this woman hath done, be told for a memorial of her.
MAT.26.14	Karon, ang isa sang dose ka apostoles ka apostoles nga ginatawag Judas Iscariote # 26:14 Judas Iscariote: Indi apelyido ni Judas ang “Iscariote.” Siguro ang buot silingon, Judas nga taga-Keriot. # 26:14 Judas Iscariote: Indi apelyido ni Judas ang “Iscariote.” Siguro ang buot silingon, Judas nga taga-Keriot. 26:14 Judas Iscariote: Indi apelyido ni Judas ang “Iscariote.” Siguro ang buot silingon, Judas nga taga-Keriot. nagkadto sa manugdumala nga mga pari.	Then one of the twelve, called Judas Iscariot, went unto the chief priests,
MAT.26.15	Nagsiling siya sa ila, “Pila ang inyo ibayad sa akon kon itugyan ko sa inyo si Jesus?” Ginhatagan nila dayon si Judas sing 30 ka bilog nga pilak.	and said unto them unto them , What will ye give me, and I will deliver him unto you? And they covenanted with him for thirty pieces of silver.
MAT.26.16	Kag halin sadto nagpangita siya sing kahigayunan kon paano niya matugyan si Jesus sa ila.	And from that time he sought opportunity to betray him.
MAT.26.17	Sang nahauna nga adlaw sang Piesta sang Tinapay nga Wala sing Inugpahabok, nagpalapit kay Jesus ang iya mga sumulunod kag nagpamangkot, “Sa diin ang imo gusto nga magpreparar kami sang panyapon sa Piesta sang Paglabay sang Anghel?”	Now the first day day of the feast of feast of unleavened bread the disciples came to Jesus, saying unto him, Where wilt thou that we prepare for thee to eat the passover?
MAT.26.18	Nagsabat si Jesus sa ila, “Kadto kamo sa siyudad sang Jerusalem sang Jerusalem , didto sa tawo nga akon ginsugid sa inyo, kag silingon ninyo siya, ‘Nagsiling ang Manunudlo nga nag-abot na ang oras nga pagapatyon siya, kag gusto niya nga magselebrar sang Piesta sang Paglabay sang Anghel diri sa imo balay kaupod sang iya mga sumulunod.’ ”	And he said, Go into the city to such a man, and say unto him, The Master saith, My time is at hand; I will keep the passover at thy house with my disciples. Go into the city to such a man, and say unto him, The Master saith, My time is at hand; I will keep the passover at thy house with my disciples.
MAT.26.19	Gintuman sang mga sumulunod ang ginsugo ni Jesus, kag ginpreparar nila didto ang panyapon para sa piesta.	And the disciples did as Jesus had appointed them; and they made ready the passover.
MAT.26.20	Sang sirom na, nagpanyapon si Jesus kag ang dose ka apostoles ka apostoles .	Now when the even was come, he sat down with the twelve.
MAT.26.21	Samtang nagakaon sila, nagsiling si Jesus, “Sa pagkamatuod, ang isa sa inyo magatraidor sa akon.” # 26:21 magatraidor sa akon: buot silingon, magatugyan sa akon sa akon mga kaaway # 26:21 magatraidor sa akon: buot silingon, magatugyan sa akon sa akon mga kaaway 26:21 magatraidor sa akon: buot silingon, magatugyan sa akon sa akon mga kaaway	And as they did eat, he said, Verily I say unto you, that one of you shall betray me. Verily I say unto you, that one of you shall betray me.
MAT.26.22	Pagkabati sang mga apostoles, Pagkabati sang mga apostoles, nagkasubo gid sila kag nagbulos-bulos sila pamangkot sa iya, “Ginoo, indi ako, di bala?”	And they were exceeding sorrowful, and began every one of them to say unto him, Lord, is it I?
